dukes_name,gppd_idnr,repd_name,capacity_mw,latitude,longitude,fuel1,owner,source,url,geolocation_source
Caergarw Farm,GBR0006035,,3.8,51.5401,-3.6997,Solar,Suncredit UK (Sunventures 7),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cairnborrow - resubmission,GBR0004350,,10,57.4639,-2.8992,Wind,Engie (GDF Suez),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cairnborrow Wind Energy Ltd,GBR1000153,,10.25,,,Wind,ENGIE (Scotia wind),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Cairnhill Farm solar park,GBR0001358,,2.4,57.5603,-2.3723,Solar,Green Cat Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cairnmore Farm,GBR0002724,,2.6,57.3153,-2.8137,Wind,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cairnmore Solar Park,GBR0004780,,3.8,57.3086,-2.8272,Solar,GPV Rhynie,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cairnmore Solar Park (extension),GBR0005945,,1.2,57.3081,-2.8238,Solar,GPV Rhynie,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Caldecote Manor Farm,GBR0004825,,5,52.2104,-0.2071,Solar,Sustain Energy Solutions,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Calder Water Community Wind Farm,GBR0003688,,28,55.6374,-4.2119,Wind,Community Windpower (Community Wind Power),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Caledonian Papermill,GBR0000034,,26,55.5796,-4.6395,Biomass,Caledonian Paper,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Callagheen,GBR0004673,,22.8,54.4178,-8.093,Wind,B9 / Renewable Energy Systems (RES),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Calliachar,GBR0004027,,32.2,56.6277,-3.8761,Wind,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Callington Solar Farm,GBR0001564,,6.4,50.5072,-4.326,Solar,Inazin (Low Carbon Solar),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Calvert Phase II,GBR0000537,,11.2,51.9003,-0.9927,Waste,Waste Recycling Group,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cambrian,GBR1000159,,37.5,,,Wind,Falck Renewables Wind Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Camster,GBR0004006,,50,58.4087,-3.2715,Wind,E.ON UK,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Canada Farm,GBR0001874,,8.3,50.8378,-2.2282,Solar,British Solar Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Candles/Coalmoor Landfill,GBR0000557,,2.9,52.666,-2.4997,Waste,ONYX LANDFILL LTD,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cannington Cold Stores,GBR0000277,,3.3,51.1444,-3.0969,Biomass,Cannington Cold Stores Ltd / Cannington Bioenergy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Canopus Farm,GBR0004951,,5,53.0099,-0.055,Solar,Countryside Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cantelupe Solar Farm,GBR0001034,,5,52.1721,0.0673,Solar,Innogy (previously - Belectric (previously Alectron Investments Ltd)),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Canworthy Water,GBR0001630,,41,50.7035,-4.4906,Solar,Equitix,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Capel Grange Solar Park,GBR0004936,,6.6,51.1781,0.3596,Solar,West Coast Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Capel Landfill,GBR0000784,,1,51.1385,-0.325,Waste,Hanson Brick Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Capeland Farm,GBR0001943,,8.3,51.1312,-3.9082,Solar,juwi Renewable Energies,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carcant Wind Farm,GBR1000189,,6,,,Wind,Greencoat UK Wind,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Carcant Windfarm,GBR0003214,,6,55.7648,-3.0176,Wind,Greencoat UK Wind,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cardiff,GBR1000129,,2.3,,,Wind,Ecotricity,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Cardiff EfW,GBR1000512,,30,,,Waste,Viridor Waste Management,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Cardiff Organic Waste Treatment Project (resubmission),GBR0005081,,2,51.4772,-3.1365,Biomass,Kelda Organic Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cardiff Waste Water Treatment,GBR0002391,,5.5,51.4855,-3.1464,Waste,Dwr Cymru Welsh Water,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carines Farm Solar Array,GBR0001059,,1,50.3833,-5.1111,Solar,Solar Securities Group Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carlam Hill Education CIC,GBR0004804,,5,53.8085,-0.3158,Solar,Renesola to Greencoat (formerly Renesola),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carland Cross RP,GBR1000469,,20,50.4132,-5.0819,Wind,Scottish Power: Wind,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Carland Cross Wind Farm Repowering,GBR0003976,,20,50.3509,-5.0306,Wind,Scottish Power Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carloggas Farm Solar Park,GBR0001824,,8.3,50.3513,-4.8759,Solar,Good Energy Generation,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carlton Farm Solar farm,GBR0001029,,5,52.8048,1.3987,Solar,Mr R Atkins,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carn Hill,GBR0003934,,13.8,54.7313,-5.9118,Wind,Gaelectric Developments/ CGN Europe Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carn Vean,GBR0003077,,10,50.1799,-5.1875,Wind,,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carnemough,GBR1000171,,10.14,,,Solar,Greencoat Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Carnemough Farm Solar Park,GBR0001642,,7,50.3316,-4.9292,Solar,Elgin Energy EsCo,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carno,GBR1000362,,33.6,52.5599,-3.5354,Wind,RWE Innogy UK Ltd (Part of RWE Npower),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Carno 'A' Wind Farm,GBR0002565,,16.8,52.5423,-3.5792,Wind,RWE npower,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
"Carno 'A'and 'B' Wind Farm, (Extension)",GBR0003277,,15.6,52.5423,-3.5792,Wind,RWE npower,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carno 'B' Wind Farm,GBR0002564,,16.8,52.5494,-3.6082,Wind,RWE npower,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carnoch Hydro,GBR0000460,,1.4,56.6868,-5.5073,Hydro,Npower Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carousel Dairy AD Plant (Farm AD),GBR0000275,,1.5,51.2184,-1.1299,Biomass,Tamar Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carr Farm (Farm AD),GBR0000212,,1,53.7485,-2.9288,Biomass,Farmgen,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carraig Gheal,GBR0004619,,46,56.339,-5.2945,Wind,Green Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carrington,GBR1000070,,900,,,Gas,Carrington Power,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Carrington Farm AD,GBR0000357,,3,53.0709,-0.0531,Biomass,Beeswax Farming (Rainbow),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carscreugh Renewable Energy Park,GBR0004501,,15.3,54.8591,-4.728,Wind,John Laing Environmental Assets Group/ REG Power Management,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Carsfad,GBR1000456,,12,54.941,-3.9278,Hydro,Scottish Power: Hydro schemes - Galloway,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Carsington Pasture,GBR0004665,,8,53.0845,-1.6336,Wind,Carsington Wind Energy Limited,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
"Carver Hay, moss lane",GBR0005838,,2.5,53.7066,-2.7814,Solar,Navitas Project,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cashlie,GBR0000407,,11,56.5431,-4.4651,Hydro,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cassington AD (Waste AD),GBR0000229,,2.1,51.7996,-1.3303,Biomass,Agrivert,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cassley,GBR0000406,,10,57.9768,-4.5832,Hydro,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Castle Combe,GBR1000246,,15.32736,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Castle Combe Circuit,GBR0001944,,12,51.4936,-2.2174,Solar,Sunsave 17 (Castle Combe) Limited /Vogt Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Castle Eaton Farm,GBR0001945,,17.8,51.6491,-1.7907,Solar,Hive Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Castle Pill - Repowering,GBR0003313,,3.2,51.72,-5.0128,Wind,John Laing,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Castle of Auchry Farm,GBR0003718,,2.4,57.2828,-2.4477,Wind,Green Cat Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Castleford,GBR1000113,,56,53.7259,-1.3626,Gas,E.On UK,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Caswell Farm Solar Park,GBR0001898,,6.7,50.8878,-2.5962,Solar,Juwi Renewable Energies,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Cathkin Braes Wind Farm (Castlemilk),GBR0004060,,3,55.7971,-4.2153,Wind,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Caton Moor Windfarm Repowering,GBR0003171,,16,54.0698,-2.654,Wind,Hainsford Energy Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
